# lam=1.00e-01  r=2.5  mX_therm=9.717520e+01  eps_therm=1.644784e-07  GoH_thresh=0.05
# mX [GeV]    mY [GeV]    epsX_relic    epsX_bbn    Och2    GoH_handoff   regime
9.71752005e+01 3.88700802e+01 1.00000000e-01 nan 1.20000000e-01 nan 0.00000000e+00
9.71752005e+01 3.88700802e+01 1.64478379e-06 nan 1.20031392e-01 9.56319801e+04 0.00000000e+00
9.71752005e+01 3.88700802e+01 1.35761142e-06 nan 1.20046939e-01 6.51533096e+04 0.00000000e+00
9.71752005e+01 3.88700802e+01 1.12057815e-06 nan 1.20040849e-01 4.43884331e+04 0.00000000e+00
9.71752005e+01 3.88700802e+01 9.24929895e-07 nan 1.20027677e-01 3.02414874e+04 0.00000000e+00
9.71752005e+01 3.88700802e+01 7.63441007e-07 nan 1.20021187e-01 2.06032856e+04 0.00000000e+00
9.71752005e+01 3.88700802e+01 6.30147402e-07 nan 1.20025331e-01 1.40368550e+04 0.00000000e+00
6.86291536e+01 2.74516614e+01 4.29314427e-07 6.21777117e-11 1.19843487e-01 1.29076007e+01 0.00000000e+00
6.69056543e+01 2.67622617e+01 3.54357925e-07 6.35187906e-11 1.20126930e-01 1.12777922e+01 0.00000000e+00
6.62193730e+01 2.64877492e+01 3.28956758e-07 6.35187906e-11 1.20198851e-01 1.04917265e+01 0.00000000e+00
6.53216093e+01 2.61286437e+01 2.93711391e-07 6.35187906e-11 1.20141054e-01 9.07865001e+00 0.00000000e+00
6.52907435e+01 2.61162974e+01 2.92488515e-07 6.35187906e-11 1.20131431e-01 9.02467929e+00 0.00000000e+00
6.45264405e+01 2.58105762e+01 2.58466024e-07 6.35187906e-11 1.20058164e-01 7.45923663e+00 0.00000000e+00
6.41533531e+01 2.56613412e+01 2.41421244e-07 6.35187906e-11 1.20051642e-01 6.70584544e+00 0.00000000e+00
6.37377714e+01 2.54951086e+01 2.23220657e-07 6.48887946e-11 1.20008140e-01 5.95180678e+00 0.00000000e+00
6.31400020e+01 2.52560008e+01 1.99270105e-07 6.48887946e-11 1.20043652e-01 5.04165651e+00 0.00000000e+00
6.28389704e+01 2.51355882e+01 1.87975290e-07 6.48887946e-11 1.20039674e-01 4.64003406e+00 0.00000000e+00
6.21799070e+01 2.48719628e+01 1.64478379e-07 6.56543675e-11 1.20064038e-01 3.84991722e+00 0.00000000e+00
6.18389751e+01 2.47355901e+01 1.52729923e-07 6.56543675e-11 1.20087467e-01 3.47432273e+00 0.00000000e+00
6.08080060e+01 2.43232024e+01 1.17484556e-07 6.56543675e-11 1.20074314e-01 2.40278860e+00 0.00000000e+00
6.06606630e+01 2.42642652e+01 1.12057815e-07 6.56543675e-11 1.20102541e-01 2.24377449e+00 0.00000000e+00
5.99826606e+01 2.39930642e+01 8.22391894e-08 6.56543675e-11 1.20023341e-01 1.40403684e+00 0.00000000e+00
5.97571149e+01 2.39028459e+01 7.63441007e-08 6.68748624e-11 1.19410822e-01 1.24967197e+00 0.00000000e+00
5.70961336e+01 2.28384534e+01 5.20126303e-08 6.81180461e-11 1.20187415e-01 1.02950933e+00 0.00000000e+00
5.48680790e+01 2.19472316e+01 3.54357925e-08 6.89200447e-11 1.19958696e-01 1.03761982e+00 0.00000000e+00
5.51896895e+01 2.20758758e+01 2.41421244e-08 6.89200447e-11 1.20010917e-01 1.05035543e+00 0.00000000e+00
5.62675601e+01 2.25070240e+01 1.64478379e-08 6.81180461e-11 1.20050859e-01 1.06990190e+00 0.00000000e+00
5.78718270e+01 2.31487308e+01 1.12057815e-08 6.68748624e-11 1.20079497e-01 1.09761020e+00 0.00000000e+00
5.99645788e+01 2.39858315e+01 7.63441007e-09 6.56543675e-11 1.20207203e-01 1.13779601e+00 0.00000000e+00
6.29182051e+01 2.51672820e+01 5.20126303e-09 6.48887946e-11 1.20539123e-01 1.18116524e+00 0.00000000e+00
6.91441654e+01 2.76576662e+01 3.54357925e-09 6.21777117e-11 1.20005526e-01 6.12445491e-01 0.00000000e+00
7.93128813e+01 3.17251525e+01 2.41421244e-09 5.88822987e-11 1.20313552e-01 2.42673732e-01 0.00000000e+00
9.39521569e+01 3.75808628e+01 1.64478379e-09 5.45253350e-11 1.20127871e-01 8.51379808e-02 0.00000000e+00
