      0.31316298  3.18888e-07  2.40634e-07  3.87675e-07
      0.40700436  2.58335e-07  1.89918e-07  3.28648e-07
      0.52896595  2.80798e-07  2.24607e-07  3.43238e-07
      0.68747413  4.22805e-07  3.68984e-07  4.65632e-07
      0.89348024  4.65871e-07  4.30655e-07  5.14061e-07
       1.1612176  7.23308e-07  6.85743e-07  7.65581e-07
       1.5091841  7.30258e-07  6.89721e-07  7.69562e-07
       1.9614211  7.25539e-07  6.83200e-07  7.64508e-07
       2.5491738  6.27500e-07  5.86997e-07  6.72084e-07
       3.3130507  7.03041e-07  6.58930e-07  7.51027e-07
       4.3058286  6.45181e-07  5.93487e-07  6.94669e-07
       7.2730064  3.80409e-07  3.55231e-07  4.17591e-07
       15.966137  2.29568e-07  1.98981e-07  2.69115e-07
       35.049816  1.37775e-07  1.06203e-07  1.73589e-07
