      0.31316298  2.91026e-07  2.32323e-07  3.83536e-07
      0.40700436  2.68356e-07  1.92903e-07  3.27144e-07
      0.52896595  2.82402e-07  2.28851e-07  3.44920e-07
      0.68747413  4.09488e-07  3.63022e-07  4.57884e-07
      0.89348024  4.69107e-07  4.24939e-07  5.08969e-07
       1.1612176  7.27156e-07  6.85371e-07  7.64312e-07
       1.5091841  7.30711e-07  6.91306e-07  7.68902e-07
       1.9614211  7.29906e-07  6.84763e-07  7.67077e-07
       2.5491738  6.24108e-07  5.90278e-07  6.73594e-07
       3.3130507  6.99933e-07  6.58638e-07  7.49946e-07
       4.3058286  6.49984e-07  5.97146e-07  6.93187e-07
       7.2730064  3.83681e-07  3.57255e-07  4.19883e-07
       15.966137  2.39622e-07  2.00696e-07  2.69344e-07
       35.049816  1.38445e-07  1.09009e-07  1.76011e-07
