      0.31316298  4.64773e-07  3.85523e-07  5.28364e-07
      0.40700436  3.80035e-07  3.18409e-07  4.50881e-07
      0.52896595  4.04875e-07  3.58933e-07  4.75808e-07
      0.68747413  5.38056e-07  4.94397e-07  5.90046e-07
      0.89348024  5.85517e-07  5.50373e-07  6.33300e-07
       1.1612176  8.29524e-07  7.88676e-07  8.66302e-07
       1.5091841  8.36877e-07  7.97494e-07  8.70774e-07
       1.9614211  7.98415e-07  7.61806e-07  8.38863e-07
       2.5491738  6.95357e-07  6.61849e-07  7.37760e-07
       3.3130507  7.37304e-07  6.90698e-07  7.74300e-07
       4.3058286  6.78575e-07  6.33387e-07  7.25789e-07
       7.2730064  4.09934e-07  3.81955e-07  4.40456e-07
       15.966137  2.59658e-07  2.24631e-07  2.88985e-07
       35.049816  1.46256e-07  1.21597e-07  1.86133e-07
