      0.31316298  3.04948e-07  2.38201e-07  3.90073e-07
      0.40700436  2.46639e-07  1.83017e-07  3.16119e-07
      0.52896595  2.76126e-07  2.19181e-07  3.35105e-07
      0.68747413  4.25154e-07  3.81509e-07  4.77814e-07
      0.89348024  5.06471e-07  4.64671e-07  5.49898e-07
       1.1612176  7.69193e-07  7.24676e-07  8.04594e-07
       1.5091841  7.61511e-07  7.21454e-07  8.00508e-07
       1.9614211  7.42869e-07  7.02035e-07  7.87454e-07
       2.5491738  6.45029e-07  6.03076e-07  6.86687e-07
       3.3130507  7.13800e-07  6.63184e-07  7.54734e-07
       4.3058286  6.41217e-07  5.94469e-07  6.89627e-07
       7.2730064  3.81579e-07  3.52654e-07  4.16590e-07
       15.966137  2.26664e-07  1.96093e-07  2.63599e-07
       35.049816  1.32553e-07  1.02879e-07  1.68873e-07
