      0.31316298  1.03668e-09  1.03668e-09  4.60445e-08
      0.40700436  1.01270e-09  1.01270e-09  5.91932e-08
      0.52896595  1.02192e-09  1.02192e-09  7.04581e-08
      0.68747413  2.62949e-07  2.11802e-07  3.26351e-07
      0.89348024  3.19376e-07  2.66298e-07  3.66785e-07
       1.1612176  5.60290e-07  5.13289e-07  6.03126e-07
       1.5091841  5.42646e-07  5.04742e-07  5.95028e-07
       1.9614211  5.46420e-07  5.01538e-07  5.93967e-07
       2.5491738  4.66117e-07  4.24338e-07  5.15850e-07
       3.3130507  5.08569e-07  4.76656e-07  5.77899e-07
       4.3058286  4.58878e-07  4.15994e-07  5.22610e-07
       7.2730064  2.49889e-07  2.13348e-07  2.83849e-07
       15.966137  1.44337e-07  1.03926e-07  1.77740e-07
       35.049816  7.19136e-08  3.06294e-08  1.03650e-07
