      0.31316298  4.70033e-07  3.84297e-07  5.28006e-07
      0.40700436  4.50699e-07  3.95242e-07  5.28295e-07
      0.52896595  5.01195e-07  4.44871e-07  5.62899e-07
      0.68747413  6.26807e-07  5.81598e-07  6.76030e-07
      0.89348024  6.75200e-07  6.36337e-07  7.13350e-07
       1.1612176  9.19147e-07  8.79561e-07  9.51370e-07
       1.5091841  9.41385e-07  9.05103e-07  9.78027e-07
       1.9614211  9.21469e-07  8.84026e-07  9.58613e-07
       2.5491738  8.28048e-07  7.93902e-07  8.70625e-07
       3.3130507  8.47015e-07  8.05418e-07  8.88056e-07
       4.3058286  7.93406e-07  7.45550e-07  8.38568e-07
       7.2730064  4.96977e-07  4.66605e-07  5.25904e-07
       15.966137  3.23786e-07  2.86265e-07  3.49472e-07
       35.049816  1.89519e-07  1.56441e-07  2.18678e-07
