      0.31316298  4.40019e-07  3.67668e-07  5.12948e-07
      0.40700436  4.27774e-07  3.57445e-07  4.91381e-07
      0.52896595  5.30927e-07  4.81063e-07  5.88460e-07
      0.68747413  6.94841e-07  6.52881e-07  7.44104e-07
      0.89348024  7.75656e-07  7.33831e-07  8.12065e-07
       1.1612176  1.00439e-06  9.64277e-07  1.03862e-06
       1.5091841  1.01316e-06  9.74679e-07  1.04631e-06
       1.9614211  9.67792e-07  9.33690e-07  1.00892e-06
       2.5491738  8.54704e-07  8.24035e-07  9.00018e-07
       3.3130507  8.69872e-07  8.30617e-07  9.13403e-07
       4.3058286  8.14939e-07  7.73853e-07  8.61447e-07
       7.2730064  5.18291e-07  4.85387e-07  5.42676e-07
       15.966137  3.26577e-07  2.88240e-07  3.51082e-07
       35.049816  1.90544e-07  1.55051e-07  2.17081e-07
