      0.31316298  4.58299e-07  3.87781e-07  5.34545e-07
      0.40700436  5.03992e-07  4.30648e-07  5.67620e-07
      0.52896595  5.71550e-07  5.03289e-07  6.19880e-07
      0.68747413  6.86285e-07  6.34021e-07  7.30443e-07
      0.89348024  7.08248e-07  6.73129e-07  7.51979e-07
       1.1612176  9.37278e-07  9.03583e-07  9.78541e-07
       1.5091841  9.53543e-07  9.24881e-07  9.98633e-07
       1.9614211  9.40734e-07  8.97407e-07  9.73385e-07
       2.5491738  8.37880e-07  8.06778e-07  8.86181e-07
       3.3130507  8.66484e-07  8.26595e-07  9.12256e-07
       4.3058286  8.15677e-07  7.70133e-07  8.58829e-07
       7.2730064  5.18461e-07  4.87527e-07  5.47177e-07
       15.966137  3.34738e-07  2.99219e-07  3.64144e-07
       35.049816  2.04175e-07  1.61147e-07  2.21939e-07
