      0.31316298  3.02794e-07  2.21868e-07  3.79197e-07
      0.40700436  2.87644e-07  2.18585e-07  3.58738e-07
      0.52896595  3.06485e-07  2.47208e-07  3.71504e-07
      0.68747413  4.67507e-07  4.01797e-07  5.03325e-07
      0.89348024  4.86888e-07  4.47986e-07  5.36290e-07
       1.1612176  7.25287e-07  6.80794e-07  7.61130e-07
       1.5091841  6.94695e-07  6.58458e-07  7.39395e-07
       1.9614211  6.66837e-07  6.33721e-07  7.15096e-07
       2.5491738  5.87235e-07  5.36363e-07  6.21913e-07
       3.3130507  6.47163e-07  5.98262e-07  6.89674e-07
       4.3058286  5.87157e-07  5.33750e-07  6.34482e-07
       7.2730064  3.39975e-07  3.10820e-07  3.73795e-07
       15.966137  2.14982e-07  1.76837e-07  2.43590e-07
       35.049816  1.28960e-07  9.33571e-08  1.59053e-07
