      0.31316298  4.94818e-07  4.23984e-07  5.67902e-07
      0.40700436  5.01980e-07  4.35252e-07  5.69574e-07
      0.52896595  5.68726e-07  4.97983e-07  6.16516e-07
      0.68747413  6.53002e-07  6.06334e-07  7.02186e-07
      0.89348024  6.55012e-07  6.19786e-07  7.03063e-07
       1.1612176  9.06304e-07  8.63833e-07  9.39463e-07
       1.5091841  9.20281e-07  8.95171e-07  9.67054e-07
       1.9614211  9.17940e-07  8.75439e-07  9.49051e-07
       2.5491738  8.21341e-07  7.84233e-07  8.60408e-07
       3.3130507  8.51590e-07  8.03938e-07  8.88211e-07
       4.3058286  7.95246e-07  7.47491e-07  8.38527e-07
       7.2730064  4.94193e-07  4.66920e-07  5.23748e-07
       15.966137  3.09587e-07  2.80271e-07  3.44209e-07
       35.049816  1.86538e-07  1.52755e-07  2.14350e-07
