      0.31316298  4.74002e-07  4.10280e-07  5.54926e-07
      0.40700436  4.74645e-07  4.04083e-07  5.36206e-07
      0.52896595  5.13336e-07  4.67806e-07  5.80499e-07
      0.68747413  6.79646e-07  6.33483e-07  7.22537e-07
      0.89348024  7.45508e-07  7.01974e-07  7.79505e-07
       1.1612176  9.65778e-07  9.25564e-07  9.98883e-07
       1.5091841  9.75784e-07  9.38846e-07  1.01252e-06
       1.9614211  9.39206e-07  8.93620e-07  9.69857e-07
       2.5491738  8.29560e-07  7.95534e-07  8.70800e-07
       3.3130507  8.45887e-07  8.07407e-07  8.91362e-07
       4.3058286  7.96258e-07  7.46494e-07  8.37103e-07
       7.2730064  5.02057e-07  4.74467e-07  5.31317e-07
       15.966137  3.13366e-07  2.81805e-07  3.45865e-07
       35.049816  1.85378e-07  1.54421e-07  2.15484e-07
